"uri","indexed_at","text","like_count","reply_count","repost_count"
"at://did:plc:r7wj6js4zwg6d6ppuruhbks4/app.bsky.feed.post/3mjzb3lzeds2y",2026-04-21 15:06:39.552,"I hope every current and former Fox News hosts are held accountable for their role in promoting the Orange Satan as their lord and savior, for minimizing the dangers of COVID, for ignoring the science of climate change, for promoting ludicrous conspiracy theories and for their anti vax bullshit etc",5,0,0
"at://did:plc:b4zju3u4hqlwc662av3ytcvv/app.bsky.feed.post/3mjzay5adw22z",2026-04-21 15:04:49.752,"Resist the idea that climate change has fallen off the radar of public concern. Yes, it may be displaced by other issues right now, writes Rick Smith, president of the @climateinstitute.bsky.social. But the pendulum is about to swing back. 

Read the column here: corporateknights.com/perspectives...",2,0,0
"at://did:plc:vgfjcqikinwqsfgnxigtrj5j/app.bsky.feed.post/3mjzavzzuic2h",2026-04-21 15:03:40.048,"What happens when climate change shows up not only as storms, but as rising insurance rates, weakened public infrastructure, and the unsettling of home?

My new essay, “Holding Ground,” published by Southern Cultures, is about New Orleans and what it takes to remain in place.",0,0,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjzb7d7yei2s",2026-04-21 15:08:44.451,"It's crucial we have leaders who prioritize people over party loyalty and listen to the concerns of their constituents. When our politicians are more focused on maintaining power than addressing climate change, it's a recipe for disaster. Let's ho...

♻️ Eco Tips",0,0,0
"at://did:plc:4qvwldnn2esww4rlok3bmdau/app.bsky.feed.post/3mjzatlkag223",2026-04-21 15:02:14.55,"New word...""Electric vehicles also have other benefits, among them are:
Reducing carbon emissions causing extra climate change.
Being operated with clean, renewable electricity not fossil fuels.
Disconnecting from corrupt politicians & PETRODICTATORS such as Putin.""
cleantechnica.com/2026/04/19/2...",0,0,0
"at://did:plc:msian4dqa2rqalf3biilnf3m/app.bsky.feed.post/3mjzaqeayjd2m",2026-04-21 15:00:22.251,"Think concern for climate change is passé? Think again.

https://www.europesays.com/2935334/

Nobody cares about climate change anymore, right? I mean, that’s the received wisdom of the moment. The media…",0,0,0
"at://did:plc:75d5js6amejyb2zwkb5oof7p/app.bsky.feed.post/3mjzaq5vokw24",2026-04-21 15:00:16.45,".
Nations gather for first-ever conference on fossil fuel exi

We need to take urgent #ClimateAction right now to avoid the worst of Climate Change!

Read on: www.bssnews.net/internation...
.",0,0,0
"at://did:plc:rv4v7wictih7guni6lez3wwi/app.bsky.feed.post/3mjzaq4izc22l",2026-04-21 15:00:19.301,"🧐Is it all good news?

😬No, there is still a long way to go. Rapid population growth, weak health systems, lack of integration of  immunization programs in primary health care, as well as climate change, humanitarian crises and political instability make coverage difficult.",1,0,0
"at://did:plc:vuzs7jxarg2rqw6lgu6yrgqj/app.bsky.feed.post/3mjzamqzlr325",2026-04-21 14:58:21.446,"Climate Change NASAs main hub on our changing climate.

🚀 Crazy right? 👉 🚨 Best Telescopes for Beginners! https://telescopeadvisor.com/best-telescopes-for-beginners.php

Would you go there?

#BlackHole #Artemis #Mars",0,0,0
"at://did:plc:cho32g4oskvwee5uy7smnarv/app.bsky.feed.post/3mjzal37fg22n",2026-04-21 14:57:26.045,"Trump is targeting Vanuatu for trying to protect all of us from climate catastrophe. The tiny nation is bringing a global climate resolution to a vote, wherein governments have a legal responsibility to act against climate change, at the UN in just a few weeks but the US is pushing them to withdraw.",0,0,0
"at://did:plc:wzlza55ya4gbxk2c27ilsdg4/app.bsky.feed.post/3mjzak2bhtc2q",2026-04-21 14:56:51.548,"But we’re in Denial Prison and time keeps dragging on but climate change keeps rolling down to doom and gone.",0,0,0
"at://did:plc:ycvcyz5aw4b26zisskjojujz/app.bsky.feed.post/3mjzafzwiy224",2026-04-21 14:54:37.152,"At a time when we really needed to be focused on fighting climate change, this *ss hole is setting us back decades.",0,0,0
"at://did:plc:kxo3rnj45i2esjwhcwkgcmpw/app.bsky.feed.post/3mjzaeybsus2v",2026-04-21 14:54:04.346,"How was a wrong about grocery prices?

The study I linked showed that climate change was NOT the primary factor for price increases as it contributed less than 3 percentage points of inflation. 

And I want LESS red tape, read this headline from the article about Trudeau costing us a TRILLION",0,1,0
"at://did:plc:sbcocect4n6dz4ms5vgqrt4k/app.bsky.feed.post/3mjzadwmcfs2f",2026-04-21 14:53:30.953,"",0,0,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjzamwkgtx2q",2026-04-21 14:58:27.153,"Hey, the future of our planet matters. Climate change affects entire ecosystems, not just human lives. By choosing eco-friendly products like reusable water bottles and energy-efficient appliances, we can reduce our carbon footprint and create a m...

♻️ Eco Tips",0,0,0
"at://did:plc:7p5gdk4rygag6m2mfirfsip5/app.bsky.feed.post/3mjzaamyi4c2v",2026-04-21 14:51:37.549,"𝗖𝗹𝗶𝗺𝗮𝘁𝗲 𝗜𝗻𝘁𝗲𝗴𝗿𝗶𝘁𝘆 𝗽𝘂𝗯𝗹𝗶𝘀𝗵𝗲𝘀 𝗲𝘅𝗽𝗲𝗿𝘁 𝗼𝗽𝗶𝗻𝗶𝗼𝗻 𝗼𝗻 𝘁𝗵𝗲 𝗜𝗖𝗝 𝗔𝗱𝘃𝗶𝘀𝗼𝗿𝘆 𝗢𝗽𝗶𝗻𝗶𝗼𝗻 𝗼𝗻 𝗰𝗹𝗶𝗺𝗮𝘁𝗲 𝗰𝗵𝗮𝗻𝗴𝗲 𝗮𝗻𝗱 𝗶𝘁𝘀 𝗲𝗳𝗳𝗲𝗰𝘁 𝗼𝗻 𝗰𝗼𝗿𝗽𝗼𝗿𝗮𝘁𝗲 𝗱𝗶𝗿𝗲𝗰𝘁𝗼𝗿𝘀’ 𝗱𝘂𝘁𝗶𝗲𝘀  

Jennifer Robinson was instructed by Climate Integrity and Jennifer Balding of Veritas Legal in Sydney.

Read more: www.doughtystreet.co.uk/news/climate...",0,0,0
"at://did:plc:nyxrawihzhlwwj4xfaxnce7j/app.bsky.feed.post/3mjza76vnrk2u",2026-04-21 14:50:48.444,"“Why should I care about Svalbard way up there in the Arctic?”

1.) The Svalbard Global Seed Vault is the global “doomsday” vault for human food security. With climate change warming the Arctic 4Xs faster than the rest of 🌎🌍🌏, this seed vault is at risk.

www.sciencefocus.com/planet-earth...",2,0,1
"at://did:plc:2gp3m6bnzqynpqq4nlwto5ar/app.bsky.feed.post/3mjza66jyqy2q",2026-04-21 14:50:12.746,"Victoria Beckham’s Gap collection is her latest performative parenting push

https://www.newsbeep.com/ca/618992/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",1,0,0
"at://did:plc:uko2ovdjil7rv6irrjzq7auj/app.bsky.feed.post/3mjza4c4tt223",2026-04-21 14:48:59.546,"Not a child rapist as people claim no.

No, not a racist as he has supported black communities and people.

Vaccines do help

Climate change is real but natural. We're speeding things up. It's natural for the world to change climates every few thousand years. Ever heard of Snowball earth?",0,1,0
"at://did:plc:4ivqymk6ormihsvlehjibcqk/app.bsky.feed.post/3mjza3opyn22c",2026-04-21 14:48:48.952,"Don't forget all the effects of climate change.",0,0,0
"at://did:plc:5tki72rcklmhjdv2trfmisvc/app.bsky.feed.post/3mjz7zf23j22y",2026-04-21 14:47:35.345,"Climate change is affecting nature in Ireland.

The Council’s report highlights changes in the timing of seasonal lifecycles across plant, bird and insect species in Ireland.

It is one sign of wider ecological change.

Read 'Our Changing Climate in 2025' here shorturl.at/ORv9s",3,0,0
"at://did:plc:r3w3rgxz66r5ei6zdqrf7p7c/app.bsky.feed.post/3mjz7xonvq42w",2026-04-21 14:46:34.755,"the world has ended. a jury of squirrels judging us for climate change rule the remaining humanity. I must launch from a swing pushed by crippling debt!",0,0,0
"at://did:plc:rnskncz4nam6wyjossib4e32/app.bsky.feed.post/3mjz7wyy7ps2q",2026-04-21 14:46:11.546,"Tell Bessent: Climate Change Isn’t a “Belief” civicshout.com/p/tell-besse...",0,0,0
"at://did:plc:vxpbqky6dsgs2vnedakzfusk/app.bsky.feed.post/3mjz7vqrnsc2h",2026-04-21 14:45:32.455,"Climate change could make trees more vulnerable to natural enemies. Here the authors analyse forest damage caused by key pest species in N America in relation to climate, geography & biotic context, finding evidence that climate change tends to exacerbate pest damage 🧪 www.nature.com/articles/s41...",0,0,0
"at://did:plc:bykcgkpz5nkwe5ylflbw6lb3/app.bsky.feed.post/3mjz7v7jdhv2o",2026-04-21 14:45:11.847,"Swimming crisis deepens as Norway joins Poland in refusing to host Russian and Belarusian athletes

https://www.europesays.com/poland/3080/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",1,0,0
"at://did:plc:lvw4llbo55ormpg5kplqqlf2/app.bsky.feed.post/3mjz7te64lc2v",2026-04-21 14:44:09.447,"The Madelson appointment was a car crash but is it just me who thinks public inquiries are just a smoke screen to not deal with the really important issues like climate change & inequality? People can't afford food & shelter. People are so traumatised by work & school that there is a MH epidemic.",0,0,0
"at://did:plc:wrqrpjtklqskyd5z6f2cqy5u/app.bsky.feed.post/3mjz7so4lgk2f",2026-04-21 14:43:44.444,"Well, let's see how many facts you believe 

1. is Trump a rapist? 

2. Is Trump a racist?

3. Do vaccines help people? 

4. Is climate change real?

Hopefully you answered yes on all four of those questions, unless of course you are against facts",0,1,0
"at://did:plc:yjqekodgo25hjem4isderwak/app.bsky.feed.post/3mjz7ldmil226",2026-04-21 14:39:40.645,"No, I disagree.

I've talked to most of the members of our Congress or their staffs. They all pretty much accept the scientific consensus on climate change.

The problem is that fossil fuel industry pays them to block climate action just like they do with some of our justices on SCOTUS.",1,0,0
"at://did:plc:kkergqgbhb56ptpwj2wenkje/app.bsky.feed.post/3mjz7kimnul2r",2026-04-21 14:39:11.757,"Coping with Climate Change: A Mixed-Methods Approach to Understanding Irrigation Technology Outcomes in Gujarat, India Socius, Volume 12, January-December 2026. Previous research on climate change interventions highlights that adaptation and mitigation strategies must be tailored
 #sociology link",0,0,0
"at://did:plc:as2d3pyjaxmuxnmfkdzz564h/app.bsky.feed.post/3mjz7kfae6c24",2026-04-21 14:39:13.251,"Public health and climate change: Arguably among the most important policy challenges requiring government intervention. Hence, responses like these from the GOP. *This* is what makes the GOP an existential threat to the US democracy. But the press just dismisses this as ""policy disagreements.""",6,0,0
"at://did:plc:hk4xa7e2p7lhedwcvy6yceb2/app.bsky.feed.post/3mjz7gyyut2e2",2026-04-21 14:37:18.147,"""I think we should spend less time on climate change""--South Carolina Senator Tim Scott. South Carolina is taking a heavy beating from soaring, record sea level rise, coastal erosion, hurricanes, tornadoes, wildfires, heat waves etc. This man is a complete buffoon, like his voters.",0,1,1
"at://did:plc:epyhjxghzhxspicci2yvedfa/app.bsky.feed.post/3mjz7fnrcpc27",2026-04-21 14:36:29.652,"Honestly, in the urban environment, tree diversity is probably better than renaturalizing given climate change, invasive pests, etc. This does not go for flowers",4,4,0
"at://did:plc:vuzs7jxarg2rqw6lgu6yrgqj/app.bsky.feed.post/3mjz7f76hbr2b",2026-04-21 14:36:14.056,"Causes what is driving climate change according to NASA.

🌌 Who knew?! 👉 🚨 Best Telescopes for Beginners! https://telescopeadvisor.com/best-telescopes-for-beginners.php

What do you think?

#Universe #Astronomy",0,0,0
"at://did:plc:bdmbivbesdoksqvjzaieuh3v/app.bsky.feed.post/3mjz7etds2s2e",2026-04-21 14:36:04.545,"Surprisingly, Blue voters are as hard headed know nothings about overpopulation as Red voters are about climate change. I didn't see that coming, but it explains why the Democratic Party is ion such disarray. The worst in 50years a total crisis.",0,1,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjz7o6huje2z",2026-04-21 14:41:15.252,"Climate change isn't just about polar bears or rising sea levels, it's about our collective future and the health of our planet. It's time to take action and ensure a sustainable world for generations to come 💚

♻️ Eco Tips",0,0,0
"at://did:plc:prbatx2kffzoc6buy7brcfuj/app.bsky.feed.post/3mjz7d4ub3s2g",2026-04-21 14:35:06.15,"Tell Bessent: Climate Change Isn’t a “Belief” civicshout.com/p/tell-besse...",0,0,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjz7l66vjy2s",2026-04-21 14:39:34.357,"Climate change is one of our most pressing issues yet - we need urgent action, not just rhetoric. The Mandelson appointment shows the fossil fuel industry's influence still strong; let's hold them accountable 🌎💪.

♻️ Eco Tips",0,0,0
"at://did:plc:5yqvqwtglgefljliuko3icmb/app.bsky.feed.post/3mjz74accm22o",2026-04-21 14:31:14.444,"to be fair, a *lot* of Senate GOPers are both aware of the extent to which fossil fuel money fuels their project and truly think climate change science is overblown propaganda meant to hurt America",1,1,0
"at://did:plc:udyn2dmw2qgvjelxvh7zmti2/app.bsky.feed.post/3mjz733cpzd2p",2026-04-21 14:30:34.948,"Gregg Wallace selling family home and moving to Italy after MasterChef sacking

https://www.europesays.com/ie/446523/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:bu3cxdwmsisqhi4a3ejndqbu/app.bsky.feed.post/3mjz72n3lvy2y",2026-04-21 14:30:20.153,"WhyBumblebee SeasonMatters
Out today, is a moving novel about migration, climate change, and resilience as three unlikely allies protect endangered bees near Mount Hood.
Read my full review at crisascunce.com/book_reviews...
#eileengarvin #bumblebeeseason #migration #climatechange #resilience",0,0,0
"at://did:plc:x4m6ow57ubynubudqcenctsm/app.bsky.feed.post/3mjz72jpsvs2l",2026-04-21 14:30:06.663,"Climate change is driving #homelessness.

Yet, our report finds that homelessness is absent from global development agendas. 

That's why we're calling for homelessness to be integrated into #climate strategies.

Read our report at int.depaulcharity.org/policies/on-...",0,0,0
"at://did:plc:h72xoupcraxywl7nyxts534e/app.bsky.feed.post/3mjz72o5xa72a",2026-04-21 14:30:20.747,"Stuck in an almighty climate change metaphor at Northcroft Hospital, Reservoir Rd.",0,0,0
"at://did:plc:47ukz5svch7g2jmqu674y7b5/app.bsky.feed.post/3mjz72c7gyc2t",2026-04-21 14:30:08.75,"London Marathon runners to be greeted by Marie Curie’s poignant Daffodil Runner

https://www.europesays.com/britain/18749/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:s4fwgtj7xjxdmsrwzekkdjho/app.bsky.feed.post/3mjz6w6yuz22l",2026-04-21 14:27:51.051,"It was by reconceptualizing her experiences of pain, discomfort, and nausea through metaphor that @lodrinkswater.bsky.social was able to write about #ChronicIllness and climate change in BODY WEATHER. ocww.info/About-Write?...",1,0,0
